,idx,AirQualityStation,img_path,s5p_path,Countrycode,Altitude,PopulationDensity,rural,suburban,urban,background,industrial,traffic,no2
2375,2375,STA.DE_DERP003,STA.DE_DERP003/S2A_MSIL2A_20200812T103031_N0214_R108_T32UMV_20200812T131334.npy,STA.DE_DERP003/l3_mean_europe_2018_2020_005dg.netcdf,DE,98.0,2263.7,0,0,1,0,1,0,29.682119097150903
2376,2376,STA-FR28010,STA-FR28010/S2A_MSIL2A_20200811T105631_N0214_R094_T31UDR_20200811T134108.npy,STA-FR28010/l3_mean_europe_2018_2020_005dg.netcdf,FR,31.0,218.6,0,1,0,1,0,0,17.15129994824627
2377,2377,STA.IT1287A,STA.IT1287A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT1287A/l3_mean_europe_2018_2020_005dg.netcdf,IT,58.0,300.2,0,0,1,0,0,1,33.691135581238925
2378,2378,STA.DE_DEHE050,STA.DE_DEHE050/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNB_20200409T140105.npy,STA.DE_DEHE050/l3_mean_europe_2018_2020_005dg.netcdf,DE,489.0,183.0,1,0,0,1,0,0,9.006034357947655
2379,2379,STA_PL0012A,STA_PL0012A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UDA_20200822T115325.npy,STA_PL0012A/l3_mean_europe_2018_2020_005dg.netcdf,PL,207.0,2393.9,0,0,1,0,0,1,60.81694460750261
2380,2380,STA_ES1963A,STA_ES1963A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1963A/l3_mean_europe_2018_2020_005dg.netcdf,ES,548.0,45.1,0,1,0,1,0,0,21.032624456259057
2381,2381,STA-FR82010,STA-FR82010/S2A_MSIL2A_20200713T103031_N0214_R108_T32TLT_20200713T132504.npy,STA-FR82010/l3_mean_europe_2018_2020_005dg.netcdf,FR,331.0,103.0,0,0,1,1,0,0,19.00332671527256
2382,2382,STA-FR08616,STA-FR08616/S2A_MSIL2A_20200224T103021_N0214_R108_T31TFJ_20200224T132853.npy,STA-FR08616/l3_mean_europe_2018_2020_005dg.netcdf,FR,50.0,128.9,0,0,1,0,0,1,32.748772047453016
2383,2383,STA_NO0114A,STA_NO0114A/S2B_MSIL2A_20200624T104629_N0214_R051_T32VNM_20200624T134207.npy,STA_NO0114A/l3_mean_europe_2018_2020_005dg.netcdf,NO,62.0,133.6,0,1,0,1,0,0,16.522745113138328
2384,2384,STA.IT0480A,STA.IT0480A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0480A/l3_mean_europe_2018_2020_005dg.netcdf,IT,137.0,2078.5,0,0,1,0,0,1,42.841077521065394
2385,2385,STA.IT1397A,STA.IT1397A/S2A_MSIL2A_20200707T101031_N0214_R022_T32SMJ_20200707T135316.npy,STA.IT1397A/l3_mean_europe_2018_2020_005dg.netcdf,IT,9.0,125.3,0,1,0,0,1,0,10.883067439260609
2386,2386,STA.IT1348A,STA.IT1348A/S2A_MSIL2A_20201029T095131_N0214_R079_T33SWB_20201029T113346.npy,STA.IT1348A/l3_mean_europe_2018_2020_005dg.netcdf,IT,9.0,190.7,0,0,1,0,0,1,19.991665721920487
2387,2387,STA_ES1793A,STA_ES1793A/S2A_MSIL2A_20200725T110631_N0214_R137_T29SQB_20200725T120536.npy,STA_ES1793A/l3_mean_europe_2018_2020_005dg.netcdf,ES,31.0,52.5,1,0,0,1,0,0,4.651079552014778
2388,2388,STA-FR31041,STA-FR31041/S2A_MSIL2A_20200709T105031_N0214_R051_T30TYP_20200709T134755.npy,STA-FR31041/l3_mean_europe_2018_2020_005dg.netcdf,FR,49.0,44.3,0,0,1,0,0,1,16.540978872123976
2389,2389,STA.IT0908A,STA.IT0908A/S2A_MSIL2A_20201117T102321_N0214_R065_T32TPS_20201117T130408.npy,STA.IT0908A/l3_mean_europe_2018_2020_005dg.netcdf,IT,1225.0,57.4,0,0,1,1,0,0,13.76216983530743
2390,2390,STA.DE_DENW094,STA.DE_DENW094/S2A_MSIL2A_20200507T104031_N0214_R008_T31UGS_20200507T133648.npy,STA.DE_DENW094/l3_mean_europe_2018_2020_005dg.netcdf,DE,200.0,790.3,0,0,1,1,0,0,20.27235034907948
2391,2391,STA-FR14028,STA-FR14028/S2B_MSIL2A_20200721T103629_N0214_R008_T31UEQ_20200721T142714.npy,STA-FR14028/l3_mean_europe_2018_2020_005dg.netcdf,FR,74.0,69.6,0,0,1,0,0,1,27.09859576049264
2392,2392,STA-PT01054,STA-PT01054/S2A_MSIL2A_20190902T112111_N0213_R037_T29TNF_20190902T141358.npy,STA-PT01054/l3_mean_europe_2018_2020_005dg.netcdf,PT,0.0,849.1,0,1,0,1,0,0,24.5220707152288
2393,2393,STA_PL0677A,STA_PL0677A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEA_20200822T115325.npy,STA_PL0677A/l3_mean_europe_2018_2020_005dg.netcdf,PL,167.0,136.0,0,0,1,1,0,0,17.55003522202008
2394,2394,STA-NL00493,STA-NL00493/S2A_MSIL2A_20200321T105021_N0214_R051_T31UET_20200321T135104.npy,STA-NL00493/l3_mean_europe_2018_2020_005dg.netcdf,NL,0.0,1183.2,0,0,1,0,0,1,38.93635945903363
2395,2395,STA-FR04060,STA-FR04060/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04060/l3_mean_europe_2018_2020_005dg.netcdf,FR,31.0,21043.6,0,0,1,1,0,0,33.67132574608545
2396,2396,STA.DE_DETH018,STA.DE_DETH018/S2A_MSIL2A_20200421T102021_N0214_R065_T32UPC_20200421T120142.npy,STA.DE_DETH018/l3_mean_europe_2018_2020_005dg.netcdf,DE,185.0,118.8,0,0,1,1,0,0,18.2141911670362
2397,2397,STA-RO0096A,STA-RO0096A/S2B_MSIL2A_20200812T094039_N0214_R036_T34TES_20200812T120400.npy,STA-RO0096A/l3_mean_europe_2018_2020_005dg.netcdf,RO,107.0,54.4,0,0,1,1,0,0,17.681227257562128
2398,2398,STA_PL0317A,STA_PL0317A/S2A_MSIL2A_20200912T100031_N0214_R122_T33UXS_20200912T114911.npy,STA_PL0317A/l3_mean_europe_2018_2020_005dg.netcdf,PL,130.0,92.6,0,0,1,1,0,0,17.12761327258639
2399,2399,STA-FR16066,STA-FR16066/S2A_MSIL2A_20191206T103421_N0213_R108_T32TLT_20191206T121006.npy,STA-FR16066/l3_mean_europe_2018_2020_005dg.netcdf,FR,267.0,217.6,0,0,1,1,0,0,16.11176201025858
2400,2400,STA.DE_DEBY067,STA.DE_DEBY067/S2B_MSIL2A_20200821T100559_N0214_R022_T32UQV_20200821T130423.npy,STA.DE_DEBY067/l3_mean_europe_2018_2020_005dg.netcdf,DE,380.0,101.5,0,1,0,1,0,0,19.712965982709104
2401,2401,STA-FR25048,STA-FR25048/S2B_MSIL2A_20200806T105619_N0214_R094_T31UCQ_20200806T131026.npy,STA-FR25048/l3_mean_europe_2018_2020_005dg.netcdf,FR,9.0,199.5,0,0,1,1,0,0,21.694955933349963
2402,2402,STA.DE_DEBE068,STA.DE_DEBE068/S2B_MSIL2A_20200801T100559_N0214_R022_T32UQD_20200801T135302.npy,STA.DE_DEBE068/l3_mean_europe_2018_2020_005dg.netcdf,DE,35.0,4289.8,0,0,1,1,0,0,24.40068580917748
2403,2403,STA_NO0093A,STA_NO0093A/S2B_MSIL2A_20200624T104629_N0214_R051_T32VNM_20200624T134207.npy,STA_NO0093A/l3_mean_europe_2018_2020_005dg.netcdf,NO,8.0,1567.8,0,0,1,0,0,1,31.912688727164596
2404,2404,STA_ES1798A,STA_ES1798A/S2A_MSIL2A_20200519T112121_N0214_R037_T29TNJ_20200519T141241.npy,STA_ES1798A/l3_mean_europe_2018_2020_005dg.netcdf,ES,65.0,142.1,0,0,1,0,1,0,25.2459807073955
2405,2405,STA.03.0599,STA.03.0599/S2A_MSIL2A_20200922T100031_N0214_R122_T33UWP_20200924T114821.npy,STA.03.0599/l3_mean_europe_2018_2020_005dg.netcdf,AT,170.0,123.7,0,1,0,0,0,1,18.93404544048836
2406,2406,STA-BG0052A,STA-BG0052A/S2A_MSIL2A_20200831T092031_N0214_R093_T34TFN_20200831T122905.npy,STA-BG0052A/l3_mean_europe_2018_2020_005dg.netcdf,BG,548.0,1015.9,0,0,1,1,0,0,24.72227162590713
2407,2407,STA-FR35002,STA-FR35002/S2B_MSIL2A_20200727T105619_N0214_R094_T30TYR_20200727T144035.npy,STA-FR35002/l3_mean_europe_2018_2020_005dg.netcdf,FR,227.0,67.4,0,0,1,1,0,0,6.830543977918981
2408,2408,STA.IT1923A,STA.IT1923A/S2B_MSIL2A_20200403T100549_N0214_R022_T32TNQ_20200403T135337.npy,STA.IT1923A/l3_mean_europe_2018_2020_005dg.netcdf,IT,61.0,112.0,0,0,1,0,0,1,36.54100885637274
2409,2409,STA.DE_DETH020,STA.DE_DETH020/S2B_MSIL2A_20200406T101559_N0214_R065_T32UPB_20200406T134514.npy,STA.DE_DETH020/l3_mean_europe_2018_2020_005dg.netcdf,DE,195.0,799.0,0,0,1,1,0,0,19.3465699492032
2410,2410,STA-SE0100A,STA-SE0100A/S2A_MSIL2A_20200613T103031_N0214_R108_T34WET_20200613T120604.npy,STA-SE0100A/l3_mean_europe_2018_2020_005dg.netcdf,SE,4.1,2.6,0,0,1,0,0,1,14.661380058946776
2411,2411,STA_ES1868A,STA_ES1868A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,STA_ES1868A/l3_mean_europe_2018_2020_005dg.netcdf,ES,220.0,142.1,0,1,0,1,0,0,10.14247211732458
2412,2412,STA.DE_DERP026,STA.DE_DERP026/S2A_MSIL2A_20200812T103031_N0214_R108_T32UMV_20200812T131334.npy,STA.DE_DERP026/l3_mean_europe_2018_2020_005dg.netcdf,DE,99.0,1127.7,0,0,1,0,0,1,30.088638157824587
2413,2413,STA-FR18035,STA-FR18035/S2A_MSIL2A_20200811T105631_N0214_R094_T31UDR_20200811T134108.npy,STA-FR18035/l3_mean_europe_2018_2020_005dg.netcdf,FR,30.0,93.0,0,1,0,1,0,0,13.150692894360306
2414,2414,STA_ES2063A,STA_ES2063A/S2A_MSIL2A_20200519T112121_N0214_R037_T29TNG_20200519T141241.npy,STA_ES2063A/l3_mean_europe_2018_2020_005dg.netcdf,ES,30.0,210.8,0,0,1,0,0,1,28.68497251026879
2415,2415,STA.IT1079A,STA.IT1079A/S2A_MSIL2A_20200810T095041_N0214_R079_T33SUC_20200810T114918.npy,STA.IT1079A/l3_mean_europe_2018_2020_005dg.netcdf,IT,17.0,252.1,0,0,1,0,0,1,42.760055952783866
2416,2416,STA.DE_DEBW019,STA.DE_DEBW019/S2B_MSIL2A_20200506T101559_N0214_R065_T32UNU_20200506T145433.npy,STA.DE_DEBW019/l3_mean_europe_2018_2020_005dg.netcdf,DE,481.0,1058.5,0,0,1,1,0,0,26.640587135210858
2417,2417,STA.IT0883A,STA.IT0883A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TPP_20201119T120649.npy,STA.IT0883A/l3_mean_europe_2018_2020_005dg.netcdf,IT,195.0,290.1,1,0,0,1,0,0,8.188809465122011
2418,2418,STA_ES1672A,STA_ES1672A/S2A_MSIL2A_20200725T110631_N0214_R137_T30TWN_20200725T120536.npy,STA_ES1672A/l3_mean_europe_2018_2020_005dg.netcdf,ES,480.0,108.5,0,1,0,0,0,1,5.257953370851039
2419,2419,STA.CZ_PPLA,STA.CZ_PPLA/S2B_MSIL2A_20200920T100649_N0214_R022_T33UUR_20200920T132321.npy,STA.CZ_PPLA/l3_mean_europe_2018_2020_005dg.netcdf,CZ,340.0,77.4,0,0,1,0,0,1,19.34551893805468
2420,2420,STA_ES1878A,STA_ES1878A/S2A_MSIL2A_20200725T110631_N0214_R137_T29SQB_20200725T120536.npy,STA_ES1878A/l3_mean_europe_2018_2020_005dg.netcdf,ES,22.0,52.5,1,0,0,1,0,0,3.4591691471463704
2421,2421,STA-FR08004,STA-FR08004/S2A_MSIL2A_20200825T104031_N0214_R008_T31TEJ_20200825T151314.npy,STA-FR08004/l3_mean_europe_2018_2020_005dg.netcdf,FR,38.0,191.2,0,0,1,0,0,1,42.16496433940649
2422,2422,STA_PL0129A,STA_PL0129A/S2B_MSIL2A_20200207T095059_N0214_R079_T34UDD_20200207T120904.npy,STA_PL0129A/l3_mean_europe_2018_2020_005dg.netcdf,PL,91.0,206.1,0,1,0,1,0,0,15.87626943489568
2423,2423,STA-FR04101,STA-FR04101/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04101/l3_mean_europe_2018_2020_005dg.netcdf,FR,74.0,5773.6,0,0,1,1,0,0,27.930464713833626
2424,2424,STA_PL0575A,STA_PL0575A/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVU_20200408T161405.npy,STA_PL0575A/l3_mean_europe_2018_2020_005dg.netcdf,PL,86.0,63.4,0,0,1,1,0,0,9.276826496795849
2425,2425,STA.IE.IE0090A,STA.IE.IE0090A/S2B_MSIL2A_20200420T114349_N0214_R123_T29UPA_20200420T141648.npy,STA.IE.IE0090A/l3_mean_europe_2018_2020_005dg.netcdf,IE,170.0,35.9,1,0,0,1,0,0,2.9012072430675726
2426,2426,STA.06.119,STA.06.119/S2B_MSIL2A_20200808T100029_N0214_R122_T33TVN_20200808T125754.npy,STA.06.119/l3_mean_europe_2018_2020_005dg.netcdf,AT,635.0,32.9,0,0,1,1,0,0,16.083237523643803
2427,2427,STA.DE_DEHE059,STA.DE_DEHE059/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNB_20200409T140105.npy,STA.DE_DEHE059/l3_mean_europe_2018_2020_005dg.netcdf,DE,277.0,161.0,0,0,1,0,0,1,39.41057367467684
2428,2428,STA.09.KE,STA.09.KE/S2A_MSIL2A_20200422T095031_N0214_R079_T33UXP_20200422T142128.npy,STA.09.KE/l3_mean_europe_2018_2020_005dg.netcdf,AT,158.0,4780.6,0,1,0,1,0,0,23.49454150406575
2429,2429,STA-FR14031,STA-FR14031/S2A_MSIL2A_20200805T104031_N0214_R008_T31UEP_20200805T121101.npy,STA-FR14031/l3_mean_europe_2018_2020_005dg.netcdf,FR,109.0,52.0,0,0,1,1,0,0,16.205637704558686
2430,2430,STA_ES1960A,STA_ES1960A/S2A_MSIL2A_20200519T112121_N0214_R037_T29TNJ_20200519T141241.npy,STA_ES1960A/l3_mean_europe_2018_2020_005dg.netcdf,ES,33.0,142.1,0,1,0,0,1,0,7.301183844011142
2431,2431,HR_DOC_TYPE_D_STA_RH0123,HR_DOC_TYPE_D_STA_RH0123/S2B_MSIL2A_20200914T095029_N0214_R079_T33TWM_20200914T121343.npy,HR_DOC_TYPE_D_STA_RH0123/l3_mean_europe_2018_2020_005dg.netcdf,HR,0.0,135.4,0,0,1,1,0,0,14.33615650383348
2432,2432,STA.DE_DEHE049,STA.DE_DEHE049/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNB_20200409T140105.npy,STA.DE_DEHE049/l3_mean_europe_2018_2020_005dg.netcdf,DE,179.0,1897.7,0,0,1,0,0,1,39.61899876603158
2433,2433,STA.DE_DENW008,STA.DE_DENW008/S2B_MSIL2A_20200529T102559_N0214_R108_T32ULC_20200529T135455.npy,STA.DE_DENW008/l3_mean_europe_2018_2020_005dg.netcdf,DE,71.0,2095.7,0,0,1,1,0,0,28.099111989734894
2434,2434,STA_ES1174A,STA_ES1174A/S2B_MSIL2A_20200703T112119_N0214_R037_T29TPH_20200703T140926.npy,STA_ES1174A/l3_mean_europe_2018_2020_005dg.netcdf,ES,620.0,33.7,1,0,0,0,1,0,20.21611721611721
2435,2435,STA-TR341031,STA-TR341031/S2A_MSIL2A_20200822T084601_N0214_R107_T35TPF_20200822T113326.npy,STA-TR341031/l3_mean_europe_2018_2020_005dg.netcdf,TR,33.0,2900.1,0,0,1,0,0,1,64.55625759296166
2436,2436,STA_ES1135A,STA_ES1135A/S2B_MSIL2A_20200721T103629_N0214_R008_T31TCG_20200721T151425.npy,STA_ES1135A/l3_mean_europe_2018_2020_005dg.netcdf,ES,284.0,718.7,0,1,0,0,1,0,3.0
2437,2437,STA_ES1886A,STA_ES1886A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SXJ_20200215T141800.npy,STA_ES1886A/l3_mean_europe_2018_2020_005dg.netcdf,ES,400.0,236.0,0,1,0,0,1,0,15.817920073707244
2438,2438,STA-NL00639,STA-NL00639/S2B_MSIL2A_20200922T104649_N0214_R051_T31UFT_20200927T135033.npy,STA-NL00639/l3_mean_europe_2018_2020_005dg.netcdf,NL,1.0,926.1,0,0,1,0,0,1,28.735433325755835
2439,2439,STA_ES1905A,STA_ES1905A/S2B_MSIL2A_20200703T112119_N0214_R037_T29TPH_20200703T140926.npy,STA_ES1905A/l3_mean_europe_2018_2020_005dg.netcdf,ES,450.0,33.7,0,0,1,0,0,1,11.078685095254963
2440,2440,STA.DE_DEST039,STA.DE_DEST039/S2A_MSIL2A_20200421T102021_N0214_R065_T32UPC_20200421T120142.npy,STA.DE_DEST039/l3_mean_europe_2018_2020_005dg.netcdf,DE,1130.0,102.7,1,0,0,1,0,0,6.368170101339616
2441,2441,STA_ES2054A,STA_ES2054A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,STA_ES2054A/l3_mean_europe_2018_2020_005dg.netcdf,ES,8.0,97.0,0,1,0,1,0,0,13.025804951761014
2442,2442,Station_GB0776A,Station_GB0776A/S2B_MSIL2A_20200921T112119_N0214_R037_T30UXE_20200921T132441.npy,Station_GB0776A/l3_mean_europe_2018_2020_005dg.netcdf,GB,4.0,3677.5,0,0,1,1,0,0,22.072858654672054
2443,2443,Station_GB1005A,Station_GB1005A/S2A_MSIL2A_20200625T110631_N0214_R137_T31UCS_20200625T122333.npy,Station_GB1005A/l3_mean_europe_2018_2020_005dg.netcdf,GB,7.0,325.9,0,0,1,1,0,0,12.334225143352327
2444,2444,STA_ES1424A,STA_ES1424A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,STA_ES1424A/l3_mean_europe_2018_2020_005dg.netcdf,ES,12.0,97.0,0,0,1,0,0,1,20.958697653014266
2445,2445,STA_ES1648A,STA_ES1648A/S2A_MSIL2A_20200824T110631_N0214_R137_T30STF_20200824T154400.npy,STA_ES1648A/l3_mean_europe_2018_2020_005dg.netcdf,ES,189.0,170.9,1,0,0,1,0,0,5.1755229622505405
2446,2446,STA.IT1906A,STA.IT1906A/S2A_MSIL2A_20200813T100031_N0214_R122_T32TQM_20200813T113828.npy,STA.IT1906A/l3_mean_europe_2018_2020_005dg.netcdf,IT,31.0,823.7,0,0,1,1,0,0,38.86211562115621
2447,2447,STA.DE_DENW134,STA.DE_DENW134/S2B_MSIL2A_20200731T103629_N0214_R008_T31UGT_20200731T140558.npy,STA.DE_DENW134/l3_mean_europe_2018_2020_005dg.netcdf,DE,50.0,2817.6,0,0,1,0,0,1,43.22842347748978
2448,2448,STA-FR33220,STA-FR33220/S2B_MSIL2A_20200827T102559_N0214_R108_T31TGM_20200827T135039.npy,STA-FR33220/l3_mean_europe_2018_2020_005dg.netcdf,FR,588.0,178.9,0,1,0,1,0,0,14.794672846713462
2449,2449,STA.IT2018A,STA.IT2018A/S2A_MSIL2A_20200906T094041_N0214_R036_T34TBL_20200906T120655.npy,STA.IT2018A/l3_mean_europe_2018_2020_005dg.netcdf,IT,139.0,212.4,0,1,0,0,0,1,16.784023584244572
2450,2450,STA_ES0115A,STA_ES0115A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES0115A/l3_mean_europe_2018_2020_005dg.netcdf,ES,637.0,827.3,0,0,1,0,0,1,42.921501315940034
2451,2451,STA.IT1179A,STA.IT1179A/S2A_MSIL2A_20200319T101021_N0214_R022_T32TQQ_20200319T130518.npy,STA.IT1179A/l3_mean_europe_2018_2020_005dg.netcdf,IT,-2.0,142.1,1,0,0,1,0,0,22.399570683839315
2452,2452,STA-NL00237,STA-NL00237/S2B_MSIL2A_20200922T104649_N0214_R051_T31UFT_20200927T135033.npy,STA-NL00237/l3_mean_europe_2018_2020_005dg.netcdf,NL,18.0,529.9,0,0,1,0,0,1,27.82240330481594
2453,2453,STA-FR04328,STA-FR04328/S2B_MSIL2A_20200326T104639_N0214_R051_T31UDP_20200326T141923.npy,STA-FR04328/l3_mean_europe_2018_2020_005dg.netcdf,FR,127.0,240.8,1,0,0,1,0,0,6.816982011093201
2454,2454,STA_ES1808A,STA_ES1808A/S2B_MSIL2A_20200620T110619_N0214_R137_T30TUK_20200620T131935.npy,STA_ES1808A/l3_mean_europe_2018_2020_005dg.netcdf,ES,707.0,827.3,1,0,0,1,0,0,7.548245105988648
2455,2455,Station_GB0740A,Station_GB0740A/S2A_MSIL2A_20200419T112111_N0214_R037_T30UVG_20200419T123952.npy,Station_GB0740A/l3_mean_europe_2018_2020_005dg.netcdf,GB,10.0,23.2,0,0,1,0,0,1,30.06736237658089
2456,2456,STA.IT2233A,STA.IT2233A/S2B_MSIL2A_20190912T103019_N0213_R108_T32TLR_20190912T141218.npy,STA.IT2233A/l3_mean_europe_2018_2020_005dg.netcdf,IT,583.0,38.8,0,0,1,1,0,0,23.340685991453977
2457,2457,STA.DE_DENW064,STA.DE_DENW064/S2A_MSIL2A_20200805T104031_N0214_R008_T32ULB_20200805T121101.npy,STA.DE_DENW064/l3_mean_europe_2018_2020_005dg.netcdf,DE,580.0,790.3,1,0,0,1,0,0,17.295546950573478
2458,2458,STA.IT2086A,STA.IT2086A/S2A_MSIL2A_20201215T094411_N0214_R036_T33SXD_20201215T122157.npy,STA.IT2086A/l3_mean_europe_2018_2020_005dg.netcdf,IT,223.0,105.9,0,0,1,0,0,1,26.163053124970485
2459,2459,STA.IT2079A,STA.IT2079A/S2B_MSIL2A_20200526T101559_N0214_R065_T32TMR_20200526T135857.npy,STA.IT2079A/l3_mean_europe_2018_2020_005dg.netcdf,IT,109.0,187.1,0,0,1,1,0,0,22.80851734045259
2460,2460,STA.IT1243A,STA.IT1243A/S2A_MSIL2A_20200816T101031_N0214_R022_T32TML_20200816T130108.npy,STA.IT1243A/l3_mean_europe_2018_2020_005dg.netcdf,IT,192.0,77.5,0,1,0,0,0,1,30.05430126996693
2461,2461,STA_PL0494A,STA_PL0494A/S2A_MSIL2A_20200912T100031_N0214_R122_T33UXS_20200912T114911.npy,STA_PL0494A/l3_mean_europe_2018_2020_005dg.netcdf,PL,173.0,110.6,0,0,1,1,0,0,15.555222768119902
2462,2462,STA.IT2158A,STA.IT2158A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TQP_20201119T120649.npy,STA.IT2158A/l3_mean_europe_2018_2020_005dg.netcdf,IT,540.0,391.9,1,0,0,1,0,0,17.665726375176305
2463,2463,STA-RO0135A,STA-RO0135A/S2A_MSIL2A_20200805T085601_N0214_R007_T35TPJ_20200805T120730.npy,STA-RO0135A/l3_mean_europe_2018_2020_005dg.netcdf,RO,20.0,100.2,0,0,1,0,1,0,21.49699826407884
2464,2464,STA.07.2821,STA.07.2821/S2A_MSIL2A_20200319T101021_N0214_R022_T32TPT_20200319T130518.npy,STA.07.2821/l3_mean_europe_2018_2020_005dg.netcdf,AT,557.0,65.4,1,0,0,0,0,1,50.20586323128358
2465,2465,Station_GB0045R,Station_GB0045R/S2A_MSIL2A_20200206T111231_N0214_R137_T31UCT_20200206T122704.npy,Station_GB0045R/l3_mean_europe_2018_2020_005dg.netcdf,GB,5.0,214.0,1,0,0,1,0,0,8.928998171923947
2466,2466,STA_ES0016R,STA_ES0016R/S2B_MSIL2A_20200703T112119_N0214_R037_T29TPH_20200703T140926.npy,STA_ES0016R/l3_mean_europe_2018_2020_005dg.netcdf,ES,506.0,33.7,1,0,0,1,0,0,2.415644183015289
2467,2467,STA.DE_DEBW122,STA.DE_DEBW122/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEBW122/l3_mean_europe_2018_2020_005dg.netcdf,DE,289.0,1502.9,0,0,1,0,0,1,50.0480350838924
2468,2468,STA.CZ_PPLL,STA.CZ_PPLL/S2B_MSIL2A_20200920T100649_N0214_R022_T33UUR_20200920T132321.npy,STA.CZ_PPLL/l3_mean_europe_2018_2020_005dg.netcdf,CZ,360.0,77.4,0,0,1,1,0,0,15.330357220358543
2469,2469,STA_ES1972A,STA_ES1972A/S2A_MSIL2A_20200715T110621_N0214_R137_T30SUH_20200715T140105.npy,STA_ES1972A/l3_mean_europe_2018_2020_005dg.netcdf,ES,685.0,57.6,0,1,0,0,1,0,0.0
2470,2470,STA-FR23174,STA-FR23174/S2A_MSIL2A_20200602T105631_N0214_R094_T30UYU_20200602T135525.npy,STA-FR23174/l3_mean_europe_2018_2020_005dg.netcdf,FR,50.0,90.4,0,0,1,1,0,0,12.586052628024028
2471,2471,STA-BETR222,STA-BETR222/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFS_20200326T141923.npy,STA-BETR222/l3_mean_europe_2018_2020_005dg.netcdf,BE,65.0,797.0,0,1,0,1,0,0,24.747052581938227
2472,2472,STA.IT1193A,STA.IT1193A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWF_20200830T115423.npy,STA.IT1193A/l3_mean_europe_2018_2020_005dg.netcdf,IT,561.0,55.9,0,1,0,0,1,0,9.931813915466437
2473,2473,STA.CZ_SROR,STA.CZ_SROR/S2A_MSIL2A_20200418T101031_N0214_R022_T33UWR_20200418T133933.npy,STA.CZ_SROR/l3_mean_europe_2018_2020_005dg.netcdf,CZ,198.0,127.0,1,0,0,1,0,0,8.01962188631779
2474,2474,STA.IT2137A,STA.IT2137A/S2A_MSIL2A_20200906T094041_N0214_R036_T34TBL_20200906T120655.npy,STA.IT2137A/l3_mean_europe_2018_2020_005dg.netcdf,IT,20.0,212.4,0,1,0,1,0,0,16.603229884196708
2475,2475,STA.04.S418,STA.04.S418/S2B_MSIL2A_20200821T100559_N0214_R022_T33UUP_20200821T130423.npy,STA.04.S418/l3_mean_europe_2018_2020_005dg.netcdf,AT,510.0,99.3,1,0,0,0,1,0,14.459290441546054
2476,2476,STA.IT1149A,STA.IT1149A/S2B_MSIL2A_20200821T100559_N0214_R022_T32TPN_20200821T130423.npy,STA.IT1149A/l3_mean_europe_2018_2020_005dg.netcdf,IT,353.0,172.9,0,1,0,1,0,0,4.055684738710072
2477,2477,STA_ES2019A,STA_ES2019A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SYJ_20200215T141800.npy,STA_ES2019A/l3_mean_europe_2018_2020_005dg.netcdf,ES,510.0,236.0,0,1,0,1,0,0,12.21074727120067
2478,2478,STA-NL00133,STA-NL00133/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFS_20200326T141923.npy,STA-NL00133/l3_mean_europe_2018_2020_005dg.netcdf,NL,96.0,918.9,0,1,0,1,0,0,13.427029275428769
2479,2479,STA.IT1186A,STA.IT1186A/S2B_MSIL2A_20200705T101559_N0214_R065_T32TNP_20200705T135630.npy,STA.IT1186A/l3_mean_europe_2018_2020_005dg.netcdf,IT,3.0,222.3,0,0,1,1,0,0,23.86762398938096
2480,2480,STA_NO0083A,STA_NO0083A/S2B_MSIL2A_20200624T104629_N0214_R051_T32VNM_20200624T134207.npy,STA_NO0083A/l3_mean_europe_2018_2020_005dg.netcdf,NO,17.0,1567.8,0,0,1,0,0,1,29.64108694323516
2481,2481,STA.IT2023A,STA.IT2023A/S2A_MSIL2A_20200823T100031_N0214_R122_T32TQN_20200823T125303.npy,STA.IT2023A/l3_mean_europe_2018_2020_005dg.netcdf,IT,420.0,91.3,1,0,0,1,0,0,6.150639449090015
